序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
1960,09173,PP中新经济-U,1.178,-0.036,-2.97,1.214,1.214,1.172,1.214,0.0,
1961,00048,中国汽车内饰,0.163,-0.005,-2.98,0.162,0.163,0.162,0.168,80800.0,13085.0
1962,03330,灵宝黄金,19.48,-0.6,-2.99,20.7,21.26,18.94,20.08,17902134.0,350303472.0
1963,00586,海螺创业,10.07,-0.31,-2.99,10.39,10.52,9.78,10.38,41075689.0,412928368.0
1964,08328,信义储电,0.65,-0.02,-2.99,0.67,0.69,0.65,0.67,192000.0,128760.0
1965,01513,丽珠医药,32.4,-1.0,-2.99,33.26,33.4,32.2,33.4,749493.0,24463826.0
1966,01525,建桥教育,2.6,-0.08,-2.99,2.67,2.68,2.58,2.68,289500.0,756980.0
1967,06639,瑞尔集团,1.94,-0.06,-3.0,2.05,2.05,1.9,2.0,876501.0,1707131.0
1968,01378,中国宏桥,25.26,-0.78,-3.0,26.42,26.62,25.04,26.04,30944896.0,790921536.0
1969,01233,时代中国控股,0.129,-0.004,-3.01,0.133,0.133,0.128,0.133,1125000.0,146127.0
1970,01530,三生制药,28.28,-0.88,-3.02,29.6,29.88,27.98,29.16,30586702.0,883022176.0
1971,00038,第一拖拉机股份,7.06,-0.22,-3.02,7.26,7.3,7.04,7.28,2816269.0,20137456.0
1972,01691,JS环球生活,1.93,-0.06,-3.02,2.0,2.02,1.92,1.99,25003096.0,48968370.0
1973,00932,顺腾国际控股,0.032,-0.001,-3.03,0.033,0.033,0.031,0.033,10564000.0,330008.0
1974,01259,未来发展控股,0.032,-0.001,-3.03,0.031,0.033,0.031,0.033,149000.0,4783.0
1975,00992,联想集团,11.16,-0.35,-3.04,11.5,11.62,11.12,11.51,102119657.0,1154790128.0
1976,00330,思捷环球,1.27,-0.04,-3.05,1.34,1.35,1.27,1.31,985355.0,1300108.0
1977,01766,中国中车,6.35,-0.2,-3.05,6.53,6.53,6.32,6.55,15324224.0,97616606.0
1978,02393,巨星医疗控股,0.127,-0.004,-3.05,0.13,0.13,0.127,0.131,422500.0,53665.0
1979,09690,途虎-W,17.78,-0.56,-3.05,18.33,18.33,17.59,18.34,1734893.0,30894162.0
1980,00636,KLN,6.98,-0.22,-3.06,7.07,7.22,6.96,7.2,3840188.0,26906456.0
1981,01673,华章科技,0.222,-0.007,-3.06,0.229,0.229,0.22,0.229,0.0,
1982,06998,嘉和生物-B,3.48,-0.11,-3.06,3.59,3.63,3.46,3.59,408500.0,1445975.0
1983,02378,保诚,101.1,-3.2,-3.07,106.4,106.4,101.1,104.3,73456.0,7567773.0
1984,00696,中国民航信息网络,10.1,-0.32,-3.07,10.38,10.39,10.07,10.42,8939300.0,91132572.0
1985,01104,亚太资源,2.21,-0.07,-3.07,2.31,2.39,2.19,2.28,5046000.0,11416390.0
1986,02050,三花智控,35.94,-1.14,-3.07,37.28,38.82,35.92,37.08,30066780.0,1122470608.0
1987,01351,辉煌明天,0.63,-0.02,-3.08,0.64,0.66,0.61,0.65,3008000.0,1930920.0
1988,03173,PP中新经济,9.13,-0.29,-3.08,9.245,9.26,9.11,9.42,43000.0,394732.0
1989,01341,昊天国际建投,0.22,-0.007,-3.08,0.229,0.238,0.219,0.227,342857008.0,78154802.0
1990,06193,泰林科建,0.22,-0.007,-3.08,0.227,0.227,0.22,0.227,0.0,
1991,09406,平安科技精选-U,2.074,-0.066,-3.08,2.074,2.074,2.074,2.14,0.0,
1992,00621,坛金矿业,0.63,-0.02,-3.08,0.67,0.71,0.62,0.65,20775000.0,13635450.0
1993,08067,东方大学城控股,0.315,-0.01,-3.08,0.325,0.365,0.315,0.325,164000.0,53405.0
1994,00004,九龙仓集团,20.72,-0.66,-3.09,21.0,21.22,20.56,21.38,1735897.0,36040932.0
1995,01773,天立国际控股,2.51,-0.08,-3.09,2.59,2.6,2.49,2.59,10495000.0,26583079.0
1996,02488,元征科技,10.0,-0.32,-3.1,10.25,10.25,9.78,10.32,1055000.0,10534860.0
1997,02291,心泰医疗,20.0,-0.64,-3.1,20.56,20.56,19.7,20.64,192000.0,3842510.0
1998,02338,潍柴动力,14.98,-0.48,-3.1,15.66,15.66,14.92,15.46,18608340.0,283386512.0
1999,02650,挚达科技,181.5,-5.8,-3.1,189.0,190.0,180.0,187.3,43500.0,7936120.0
2000,03668,兖煤澳大利亚,28.0,-0.9,-3.11,28.9,28.9,27.82,28.9,1309229.0,36810806.0
2001,09618,京东集团-SW,124.1,-4.0,-3.12,127.5,127.7,123.3,128.1,12926726.0,1612017424.0
2002,02812,三星中国龙网,14.59,-0.47,-3.12,15.0,15.0,14.59,15.06,18600.0,273040.0
2003,02820,GX中国生科,73.3,-2.36,-3.12,76.5,76.5,73.16,75.66,59850.0,4430558.0
2004,02039,中集集团,7.46,-0.24,-3.12,7.77,7.77,7.39,7.7,1325957.0,9970567.0
2005,00524,长城天下,0.31,-0.01,-3.13,0.3,0.31,0.3,0.32,150060.0,45517.0
2006,03818,中国动向,0.465,-0.015,-3.13,0.47,0.475,0.46,0.48,5500000.0,2564625.0
2007,02402,亿华通,27.24,-0.88,-3.13,28.3,28.72,26.92,28.12,951418.0,25974207.0
2008,03395,吉星新能源,0.31,-0.01,-3.13,0.31,0.33,0.31,0.32,1068000.0,345780.0
2009,02618,京东物流,12.07,-0.39,-3.13,12.43,12.48,12.04,12.46,14837530.0,180870219.0
2010,01278,中国新城镇,0.093,-0.003,-3.13,0.091,0.093,0.091,0.096,100274.0,9189.0
2011,82318,中国平安-R,49.26,-1.59,-3.13,50.85,50.85,48.94,50.85,170000.0,8458610.0
2012,80992,联想集团-R,10.23,-0.33,-3.13,10.6,10.62,10.23,10.56,194000.0,2028900.0
2013,06058,兴证国际,0.465,-0.015,-3.13,0.47,0.47,0.455,0.48,706000.0,325880.0
2014,00970,新耀莱,0.62,-0.02,-3.13,0.69,0.78,0.62,0.64,12354000.0,9244860.0
2015,02139,甘肃银行,0.247,-0.008,-3.14,0.25,0.25,0.245,0.255,304000.0,75084.0
2016,06928,万马控股,0.247,-0.008,-3.14,0.255,0.275,0.246,0.255,1588000.0,407828.0
2017,01948,优矩控股,4.3,-0.14,-3.15,4.35,4.37,4.3,4.44,15000.0,65430.0
2018,06887,东阳光药,46.78,-1.52,-3.15,48.6,48.9,46.0,48.3,411285.0,19548149.0
2019,09989,海普瑞,5.23,-0.17,-3.15,5.4,5.4,5.22,5.4,1124000.0,5921230.0
2020,02373,美丽田园医疗健康,32.44,-1.06,-3.16,33.52,34.02,32.0,33.5,1128311.0,36910881.0
2021,01477,欧康维视生物-B,7.67,-0.25,-3.16,7.9,8.06,7.65,7.92,1323000.0,10385320.0
2022,00993,信控国际资本,0.184,-0.006,-3.16,0.177,0.185,0.176,0.19,248050.0,45387.0
2023,02798,久泰邦达能源,0.92,-0.03,-3.16,0.95,0.95,0.9,0.95,465000.0,426100.0
2024,00825,新世界百货中国,0.305,-0.01,-3.17,0.305,0.31,0.305,0.315,360000.0,109900.0
2025,06990,科伦博泰生物-B,458.4,-15.0,-3.17,468.8,474.6,453.2,473.4,423576.0,194978971.0
2026,06118,奥星生命科技,1.22,-0.04,-3.17,1.22,1.24,1.19,1.26,537000.0,648470.0
2027,03406,平安科技精选,16.12,-0.53,-3.18,16.15,16.15,16.12,16.65,50.0,807.0
2028,01075,首都信息,2.74,-0.09,-3.18,2.8,2.87,2.74,2.83,120400.0,336658.0
2029,01846,德视佳,3.04,-0.1,-3.18,3.11,3.14,2.98,3.14,155000.0,470420.0
2030,09998,光荣控股,0.455,-0.015,-3.19,0.47,0.47,0.43,0.47,415000.0,185400.0
2031,06959,长久股份,6.07,-0.2,-3.19,6.27,6.27,6.07,6.27,60700.0,374162.0
2032,03175,F三星原油期,5.915,-0.195,-3.19,6.01,6.0,5.89,6.11,677800.0,4015392.0
2033,01782,国际商业数字技术,3.95,-0.13,-3.19,4.08,4.08,3.92,4.08,375000.0,1519750.0
2034,01797,东方甄选,24.78,-0.82,-3.2,25.56,26.5,24.36,25.6,30674426.0,783296816.0
2035,03650,KEEP,4.84,-0.16,-3.2,5.0,5.0,4.72,5.0,1561549.0,7518124.0
2036,02099,中国黄金国际,132.5,-4.4,-3.21,140.2,141.0,131.5,136.9,2858842.0,385215024.0
2037,09863,零跑汽车,55.7,-1.85,-3.21,58.55,59.0,55.0,57.55,9551929.0,537071392.0
2038,06660,艾美疫苗,3.92,-0.13,-3.21,4.05,4.06,3.9,4.05,793400.0,3152134.0
2039,03005,X南方中五百,21.64,-0.72,-3.22,21.88,21.88,21.64,22.36,6000.0,130664.0
2040,00620,大唐西市,0.9,-0.03,-3.23,0.92,0.96,0.9,0.93,1350000.0,1253980.0
2041,08223,紫元元,0.9,-0.03,-3.23,0.93,0.97,0.87,0.93,768000.0,692200.0
2042,01200,美联集团,2.1,-0.07,-3.23,2.17,2.17,2.1,2.17,1578000.0,3387240.0
2043,00042,东北电气,0.3,-0.01,-3.23,0.31,0.33,0.295,0.31,762000.0,235630.0
2044,01894,恒益控股,0.03,-0.001,-3.23,0.03,0.03,0.029,0.031,3035000.0,89625.0
2045,01967,信恳智能,0.45,-0.015,-3.23,0.46,0.46,0.45,0.465,185600.0,83523.0
2046,01593,辰林教育,1.5,-0.05,-3.23,1.52,1.64,1.49,1.55,768000.0,1195040.0
2047,09658,特海国际,14.06,-0.47,-3.23,14.4,14.52,13.98,14.53,925287.0,13083486.0
2048,01312,华控康泰,0.03,-0.001,-3.23,0.03,0.03,0.029,0.031,1488000.0,44556.0
2049,02318,中国平安,53.7,-1.8,-3.24,55.1,55.65,53.25,55.5,44339348.0,2399325360.0
2050,00535,金地商置,0.179,-0.006,-3.24,0.181,0.183,0.178,0.185,6396000.0,1149796.0
2051,02423,贝壳-W,46.44,-1.56,-3.25,47.7,47.72,46.22,48.0,6880920.0,322613296.0
2052,08191,鸿伟亚洲,0.149,-0.005,-3.25,0.154,0.154,0.149,0.154,2820000.0,428922.0
2053,03958,东方证券,7.41,-0.25,-3.26,7.68,7.72,7.36,7.66,15593916.0,116603704.0
2054,06808,高鑫零售,1.78,-0.06,-3.26,1.85,1.85,1.76,1.84,29201020.0,52405592.0
2055,02880,辽港股份,0.89,-0.03,-3.26,0.92,0.93,0.89,0.92,8249200.0,7451672.0
2056,00775,长江生命科技,0.89,-0.03,-3.26,0.92,0.93,0.89,0.92,12865000.0,11647960.0
2057,02777,富力地产,0.59,-0.02,-3.28,0.62,0.63,0.59,0.61,11100000.0,6731288.0
2058,08512,凯富善集团控股,0.295,-0.01,-3.28,0.3,0.305,0.29,0.305,610000.0,180650.0
2059,02165,领悦服务集团,1.77,-0.06,-3.28,1.83,1.83,1.75,1.83,62000.0,111070.0
2060,08140,人和科技,0.118,-0.004,-3.28,0.119,0.119,0.118,0.122,20000.0,2370.0
2061,06866,佐力小贷,0.295,-0.01,-3.28,0.325,0.325,0.285,0.305,206000.0,59650.0
2062,00933,非凡领越,0.59,-0.02,-3.28,0.61,0.62,0.58,0.61,4190445.0,2529909.0
2063,00511,电视广播,3.23,-0.11,-3.29,3.36,3.36,3.21,3.34,1123100.0,3652239.0
2064,01258,中国有色矿业,13.54,-0.46,-3.29,14.35,14.4,13.37,14.0,15961754.0,217655888.0
2065,02600,中国铝业,8.2,-0.28,-3.3,8.63,8.74,8.15,8.48,50642649.0,421199872.0
2066,03182,标智新经济ESG,13.49,-0.46,-3.3,13.65,13.65,13.49,13.95,800.0,10920.0
2067,02603,吉宏股份,15.18,-0.52,-3.31,15.7,15.81,14.91,15.7,1305000.0,19810250.0
2068,01686,新意网集团,6.11,-0.21,-3.32,6.33,6.33,6.05,6.32,3765190.0,23057514.0
2069,01548,金斯瑞生物科技,15.73,-0.54,-3.32,16.06,16.23,15.58,16.27,7124454.0,113048741.0
2070,00895,东江环保,2.33,-0.08,-3.32,2.44,2.44,2.33,2.41,3337525.0,7928600.0
2071,00320,金宝通,0.58,-0.02,-3.33,0.6,0.6,0.58,0.6,56000.0,33400.0
2072,08366,浙江联合投资,0.029,-0.001,-3.33,0.029,0.029,0.029,0.03,70000.0,2030.0
2073,03928,中国新零售供应链,4.65,-0.16,-3.33,4.75,4.75,4.64,4.81,456000.0,2144500.0
2074,00582,神话世界,0.116,-0.004,-3.33,0.12,0.12,0.109,0.12,1458050.0,163211.0
2075,03989,首创环境,0.087,-0.003,-3.33,0.088,0.088,0.085,0.09,3856000.0,331894.0
2076,03886,康健国际医疗,0.29,-0.01,-3.33,0.29,0.295,0.28,0.3,564000.0,162035.0
2077,01488,百福控股,0.58,-0.02,-3.33,0.6,0.6,0.56,0.6,4112000.0,2453840.0
2078,01771,新丰泰集团,0.29,-0.01,-3.33,0.3,0.3,0.29,0.3,0.0,
2079,00205,财讯传媒,0.29,-0.01,-3.33,0.29,0.29,0.28,0.3,520000.0,149050.0
2080,06178,光大证券,10.46,-0.36,-3.33,10.88,10.96,10.36,10.82,4165916.0,44105033.0
2081,08360,简朴新生活,0.29,-0.01,-3.33,0.3,0.3,0.29,0.3,168000.0,49380.0
2082,03426,A都会WEB3,11.56,-0.4,-3.34,11.56,11.56,11.56,11.96,0.0,
2083,01921,达力普控股,6.06,-0.21,-3.35,6.22,6.47,6.02,6.27,1076000.0,6721900.0
2084,02263,富石金融,0.202,-0.007,-3.35,0.201,0.202,0.2,0.209,220000.0,44540.0
2085,02276,康耐特光学,38.02,-1.32,-3.36,39.34,39.34,37.62,39.34,1590400.0,60709891.0
2086,01727,河北建设,0.43,-0.015,-3.37,0.445,0.445,0.43,0.445,84500.0,36362.0
2087,01958,北京汽车,2.01,-0.07,-3.37,2.08,2.08,2.01,2.08,13831000.0,28192410.0
2088,01751,景联集团,0.86,-0.03,-3.37,0.89,0.89,0.82,0.89,1041000.0,892890.0
2089,00081,中国海外宏洋集团,2.29,-0.08,-3.38,2.38,2.38,2.28,2.37,3883000.0,9004960.0
2090,08062,俊盟国际,0.285,-0.01,-3.39,0.285,0.285,0.285,0.295,100000.0,28500.0
2091,08158,中国再生医学,0.57,-0.02,-3.39,0.61,0.63,0.57,0.59,101300.0,63164.0
2092,02168,佳兆业美好,1.71,-0.06,-3.39,1.72,1.77,1.71,1.77,32750.0,56142.0
2093,02256,和誉-B,15.37,-0.54,-3.39,16.03,16.55,15.2,15.91,2426000.0,37855564.0
2094,03300,中国玻璃,0.285,-0.01,-3.39,0.29,0.295,0.28,0.295,1752000.0,505820.0
2095,08308,古兜控股,0.057,-0.002,-3.39,0.055,0.057,0.055,0.059,88000.0,4924.0
2096,00667,中国东方教育,6.54,-0.23,-3.4,6.79,6.79,6.45,6.77,7321460.0,47931782.0
2097,09995,荣昌生物,92.35,-3.25,-3.4,98.0,98.0,91.7,95.6,4165238.0,390989264.0
2098,02367,巨子生物,40.4,-1.42,-3.4,42.0,43.0,40.12,41.82,25576190.0,1056481056.0
2099,09812,三星中国龙网-U,1.878,-0.066,-3.4,1.878,1.878,1.878,1.944,0.0,
2100,01830,完美医疗,1.41,-0.05,-3.42,1.45,1.45,1.41,1.46,556000.0,798490.0
2101,00966,中国太平,16.4,-0.58,-3.42,16.98,17.1,16.2,16.98,11191726.0,185433296.0
2102,08489,裕程物流,0.141,-0.005,-3.42,0.141,0.141,0.141,0.146,5000.0,705.0
2103,02157,乐普生物-B,6.47,-0.23,-3.43,6.77,6.95,6.38,6.7,14817000.0,97790740.0
2104,00303,VTECH HOLDINGS,59.1,-2.1,-3.43,61.2,61.25,58.8,61.2,1238000.0,73669102.0
2105,02610,南山铝业国际,40.44,-1.44,-3.44,41.64,42.48,40.12,41.88,1001900.0,41130247.0
2106,01070,TCL电子,9.55,-0.34,-3.44,9.89,9.96,9.42,9.89,9270000.0,88841175.0
2107,01496,亚积邦租赁,0.14,-0.005,-3.45,0.14,0.14,0.14,0.145,24000.0,3360.0
2108,00556,泛亚环保,0.42,-0.015,-3.45,0.435,0.435,0.405,0.435,8000.0,3330.0
2109,00588,北京北辰实业股份,0.84,-0.03,-3.45,0.87,0.87,0.83,0.87,11622000.0,9890310.0
2110,06099,招商证券,15.38,-0.55,-3.45,15.92,16.07,15.27,15.93,7327300.0,113953676.0
2111,00082,疯狂体育,0.084,-0.003,-3.45,0.085,0.086,0.083,0.087,3866400.0,323535.0
2112,00207,大悦城地产,0.56,-0.02,-3.45,0.58,0.58,0.56,0.58,31546000.0,18004520.0
2113,06865,福莱特玻璃,11.15,-0.4,-3.46,11.56,11.68,10.95,11.55,10176000.0,113971530.0
2114,00867,康哲药业,13.13,-0.47,-3.46,13.6,13.74,13.03,13.6,6560528.0,87052675.0
2115,06683,巨星传奇,9.74,-0.35,-3.47,10.14,10.26,9.72,10.09,6822500.0,68139780.0
2116,02451,绿源集团控股,11.39,-0.41,-3.47,11.89,11.89,11.07,11.8,162800.0,1847047.0
2117,02097,蜜雪集团,428.8,-15.4,-3.47,444.4,457.8,420.0,444.2,855509.0,373194208.0
2118,01606,国银金租,1.67,-0.06,-3.47,1.73,1.73,1.66,1.73,20810000.0,35032831.0
2119,01364,古茗,24.42,-0.88,-3.48,25.54,26.0,24.0,25.3,11000905.0,273013168.0
2120,89618,京东集团-SWR,113.7,-4.1,-3.48,116.6,116.6,113.4,117.8,26400.0,3020675.0
2121,02314,理文造纸,2.77,-0.1,-3.48,2.87,2.87,2.73,2.87,6393000.0,17773150.0
2122,09626,哔哩哔哩-W,204.6,-7.4,-3.49,213.6,213.6,202.2,212.0,5603070.0,1153278016.0
2123,01368,特步国际,5.8,-0.21,-3.49,6.05,6.05,5.78,6.01,6752671.0,39537922.0
2124,00950,李氏大药厂,1.93,-0.07,-3.5,1.98,2.05,1.91,2.0,2659500.0,5249950.0
2125,01951,锦欣生殖,2.48,-0.09,-3.5,2.59,2.6,2.48,2.57,19407500.0,48927240.0
2126,00154,北京控股环境集团,0.55,-0.02,-3.51,0.56,0.57,0.55,0.57,746000.0,414960.0
2127,02789,远大中国,0.165,-0.006,-3.51,0.166,0.172,0.16,0.171,2218000.0,364180.0
2128,02439,中宝新材,0.275,-0.01,-3.51,0.28,0.28,0.275,0.285,642000.0,176680.0
2129,02327,美瑞健康国际,0.275,-0.01,-3.51,0.28,0.28,0.275,0.285,18024000.0,5046450.0
2130,01683,旷逸国际,0.55,-0.02,-3.51,0.57,0.58,0.54,0.57,2704000.0,1504480.0
2131,00382,中汇集团,1.37,-0.05,-3.52,1.4,1.4,1.36,1.42,2516000.0,3477600.0
2132,08547,PACIFIC LEGEND,0.246,-0.009,-3.53,0.255,0.255,0.245,0.255,16310000.0,4076030.0
2133,00425,敏实集团,29.48,-1.08,-3.53,30.04,30.56,29.08,30.56,9970206.0,294545600.0
2134,01870,益美国际控股,0.41,-0.015,-3.53,0.425,0.44,0.39,0.425,8045000.0,3316012.0
2135,09999,网易-S,223.8,-8.2,-3.53,232.2,232.6,223.6,232.0,5094204.0,1149154528.0
2136,01428,耀才证券金融,10.37,-0.38,-3.53,10.52,10.84,10.19,10.75,23394007.0,242877790.0
2137,02009,金隅集团,0.82,-0.03,-3.53,0.86,0.86,0.82,0.85,24460000.0,20434265.0
2138,06896,金嗓子,3.54,-0.13,-3.54,3.67,3.7,3.52,3.67,1386000.0,4975435.0
2139,00512,远大医药,8.17,-0.3,-3.54,8.63,8.97,8.12,8.47,8925000.0,75174557.0
2140,02390,知乎-W,10.89,-0.4,-3.54,11.24,11.24,10.83,11.29,46800.0,514360.0
2141,03838,中国淀粉,0.191,-0.007,-3.54,0.196,0.196,0.19,0.198,7825000.0,1504065.0
2142,00017,新世界发展,7.33,-0.27,-3.55,7.56,7.64,7.22,7.6,13981596.0,103029066.0
2143,00603,中油燃气,0.136,-0.005,-3.55,0.139,0.14,0.136,0.141,564000.0,78512.0
2144,03174,南方恒生生科,3.794,-0.14,-3.56,3.946,3.946,3.78,3.934,540800.0,2090419.0
2145,01738,飞尚无烟煤,0.108,-0.004,-3.57,0.118,0.118,0.108,0.112,202500.0,23870.0
2146,08326,同景新能源,0.162,-0.006,-3.57,0.162,0.162,0.162,0.168,65000.0,10620.0
2147,83147,X南方中创业-R,10.24,-0.38,-3.58,10.42,10.43,10.24,10.62,123200.0,1276752.0
2148,00327,百富环球,5.38,-0.2,-3.58,5.53,5.56,5.37,5.58,3543400.0,19324890.0
2149,02400,心动公司,68.65,-2.55,-3.58,71.7,71.7,67.7,71.2,4631915.0,318799264.0
2150,09777,南方两倍做多伯克希尔-U,7.77,-0.29,-3.6,7.77,7.77,7.77,8.06,0.0,
2151,01157,中联重科,7.24,-0.27,-3.6,7.55,7.58,7.18,7.51,11534744.0,84324072.0
2152,01053,重庆钢铁股份,1.34,-0.05,-3.6,1.38,1.43,1.34,1.39,19300000.0,26631320.0
2153,00196,宏华集团,0.187,-0.007,-3.61,0.194,0.21,0.185,0.194,2059000.0,401685.0
2154,82333,长城汽车-R,13.6,-0.51,-3.61,13.86,13.86,13.6,14.11,5000.0,69065.0
2155,02098,卓尔智联,0.133,-0.005,-3.62,0.139,0.139,0.131,0.138,4138000.0,560845.0
2156,02333,长城汽车,14.87,-0.56,-3.63,15.34,15.34,14.71,15.43,25482901.0,381471024.0
2157,02487,科笛-B,8.22,-0.31,-3.63,8.68,8.68,8.07,8.53,467200.0,3869702.0
2158,02166,芯智控股,1.86,-0.07,-3.63,1.89,1.91,1.86,1.93,326000.0,616200.0
2159,02167,天润云,5.3,-0.2,-3.64,5.51,5.55,5.21,5.5,302800.0,1614504.0
2160,00124,粤海置地,0.265,-0.01,-3.64,0.27,0.27,0.26,0.275,4241392.0,1130319.0
2161,03069,华夏恒生生科,15.9,-0.6,-3.64,16.6,16.76,15.87,16.5,1791813.0,29019121.0
2162,83489,易方达AI-R,12.71,-0.48,-3.64,12.78,12.78,12.71,13.19,2800.0,35724.0
2163,00750,水发兴业能源,0.265,-0.01,-3.64,0.27,0.275,0.26,0.275,107000.0,28235.0
2164,08146,怡园酒业,0.106,-0.004,-3.64,0.106,0.106,0.106,0.11,40000.0,4240.0
2165,00987,中国再生能源投资,0.132,-0.005,-3.65,0.137,0.137,0.132,0.137,638013.0,85487.0
2166,01810,小米集团-W,45.96,-1.74,-3.65,47.54,47.88,45.74,47.7,264728170.0,12297444096.0
2167,06898,中国铝罐,0.79,-0.03,-3.66,0.82,0.82,0.74,0.82,36000.0,28860.0
2168,03402,GX中美科技,74.76,-2.84,-3.66,74.76,74.76,74.76,77.6,1400.0,104664.0
2169,00346,延长石油国际,0.395,-0.015,-3.66,0.4,0.405,0.395,0.41,240000.0,95200.0
2170,06160,百济神州,183.0,-7.0,-3.68,191.5,192.3,181.6,190.0,3735083.0,691957760.0
2171,00842,理士国际,1.57,-0.06,-3.68,1.61,1.63,1.57,1.63,511000.0,815660.0
2172,09489,易方达AI-U,1.782,-0.068,-3.68,1.85,1.85,1.776,1.85,0.0,
2173,09969,诺诚健华,14.08,-0.54,-3.69,14.68,14.8,13.96,14.62,10666096.0,152070553.0
2174,00065,弘海高新资源,0.39,-0.015,-3.7,0.415,0.415,0.385,0.405,307617.0,122416.0
2175,00061,绿领控股,0.078,-0.003,-3.7,0.076,0.081,0.075,0.081,240250.0,18757.0
2176,00979,绿色能源科技集团,0.26,-0.01,-3.7,0.265,0.265,0.26,0.27,12000.0,3160.0
2177,06988,乐享集团,0.13,-0.005,-3.7,0.13,0.13,0.124,0.135,1103966.0,141115.0
2178,00759,CEC INT'L HOLD,0.26,-0.01,-3.7,0.255,0.26,0.255,0.27,436000.0,113350.0
2179,01697,山东国信,0.39,-0.015,-3.7,0.395,0.4,0.39,0.405,199800.0,78822.0
2180,00305,五菱汽车,0.52,-0.02,-3.7,0.54,0.54,0.51,0.54,3980000.0,2087500.0
2181,01912,康特隆,0.078,-0.003,-3.7,0.08,0.08,0.078,0.081,5005000.0,396335.0
2182,00210,达芙妮国际,0.39,-0.015,-3.7,0.4,0.405,0.385,0.405,1362000.0,535270.0
2183,03147,X南方中创业,11.15,-0.43,-3.71,11.56,11.58,11.1,11.58,415600.0,4675090.0
2184,02621,手回集团,3.88,-0.15,-3.72,4.03,4.08,3.88,4.03,136400.0,539864.0
2185,01866,中国心连心化肥,7.25,-0.28,-3.72,7.61,7.61,7.18,7.53,8819000.0,64576826.0
2186,01168,Z FIN,6.2,-0.24,-3.73,6.44,6.44,6.2,6.44,149000.0,937080.0
2187,00626,大众金融控股,1.29,-0.05,-3.73,1.31,1.32,1.29,1.34,280000.0,365240.0
2188,01528,红星美凯龙,1.29,-0.05,-3.73,1.35,1.35,1.29,1.34,8925150.0,11751483.0
2189,01313,华润建材科技,1.8,-0.07,-3.74,1.87,1.88,1.79,1.87,11346400.0,20658184.0
2190,08245,善裕集团控股,0.18,-0.007,-3.74,0.186,0.189,0.18,0.187,538000.0,97534.0
2191,01675,亚信科技,8.73,-0.34,-3.75,9.14,9.16,8.67,9.07,4853100.0,42750128.0
2192,06829,龙升集团控股,1.79,-0.07,-3.76,1.8,1.8,1.79,1.86,20000.0,35800.0
2193,01141,民银资本,1.28,-0.05,-3.76,1.4,1.4,1.25,1.33,345000.0,449520.0
2194,01375,中州证券,2.56,-0.1,-3.76,2.66,2.69,2.53,2.66,20545000.0,53291100.0
2195,01456,国联民生,5.88,-0.23,-3.76,6.03,6.16,5.84,6.11,8626252.0,51568111.0
2196,03883,中国奥园,0.102,-0.004,-3.77,0.107,0.107,0.1,0.106,10143316.0,1042234.0
2197,06083,环宇物流(亚洲),0.51,-0.02,-3.77,0.51,0.53,0.48,0.53,136000.0,69280.0
2198,01466,佰金生命科学,0.51,-0.02,-3.77,0.54,0.54,0.5,0.53,736000.0,370240.0
2199,06882,东瀛游,0.51,-0.02,-3.77,0.52,0.53,0.51,0.53,284000.0,148480.0
2200,01813,合景泰富集团,0.255,-0.01,-3.77,0.26,0.265,0.255,0.265,938692.0,241849.0
2201,01788,国泰君安国际,4.07,-0.16,-3.78,4.24,4.24,4.03,4.23,49255412.0,202092295.0
2202,02209,喆丽控股,5.6,-0.22,-3.78,5.82,5.82,5.53,5.82,742000.0,4169609.0
2203,00917,趣致集团,44.22,-1.74,-3.79,46.22,46.22,44.0,45.96,1384500.0,62228901.0
2204,02540,乐思集团,1.27,-0.05,-3.79,1.31,1.31,1.24,1.32,210000.0,264925.0
2205,02015,理想汽车-W,84.95,-3.35,-3.79,87.75,88.2,84.5,88.3,15692594.0,1346518640.0
2206,03417,AGX恒科备兑,9.385,-0.37,-3.79,9.75,9.77,9.36,9.755,15660500.0,148695295.0
2207,81810,小米集团-WR,42.16,-1.66,-3.79,43.86,43.86,42.02,43.82,198000.0,8401096.0
2208,00580,赛晶科技,1.77,-0.07,-3.8,1.85,1.87,1.75,1.84,8350000.0,14953279.0
2209,08176,超人智能,0.076,-0.003,-3.8,0.077,0.077,0.075,0.079,775000.0,59165.0
2210,00187,京城机电股份,4.54,-0.18,-3.81,4.67,4.75,4.5,4.72,2182000.0,10045060.0
2211,02643,曹操出行,46.44,-1.84,-3.81,48.9,49.02,46.3,48.28,573348.0,27182365.0
2212,09898,微博-SW,85.9,-3.4,-3.81,88.7,88.8,85.55,89.3,266806.0,23189165.0
2213,01858,春立医疗,15.12,-0.6,-3.82,15.52,15.78,14.97,15.72,674250.0,10225715.0
2214,09922,九毛九,2.01,-0.08,-3.83,2.09,2.09,2.0,2.09,8773000.0,17845425.0
2215,09933,GHW INTL,2.26,-0.09,-3.83,2.42,2.5,2.25,2.35,268000.0,634320.0
2216,02145,上美股份,96.45,-3.85,-3.84,102.0,102.6,95.55,100.3,970092.0,95260686.0
2217,00656,复星国际,5.01,-0.2,-3.84,5.27,5.27,4.97,5.21,7985877.0,40235414.0
2218,00914,海螺水泥,24.04,-0.96,-3.84,25.0,25.1,23.88,25.0,8550586.0,208157599.0
